Computation,Appearance
0.0,0.09866601487500001
0.008312894,0.14231430224999997
0.00933438825,0.13132308825
0.008373931,0.14231430224999997
0.033399857500000005,0.15774073
0.057215048750000004,0.17308998137500003
0.057215048750000004,0.17308998137500003
0.024619785249999998,0.192900908
0.024619785249999998,0.192900908
0.057337122750000004,0.17308998137500003
0.057337122750000004,0.17308998137500003
0.03021831425,0.21016746225000002
0.02806880825,0.20854441775000002
0.031228373,0.1396920655
0.028085197750000002,0.20854441775000002
0.05734529775,0.17233567100000002
0.05734529775,0.22546949587499995
0.028146234750000002,0.209255894
0.01653534925,0.10234242350000002
0.01658113175,0.10234242350000002
0.06881823225,0.17224275849999998
0.031350447,0.1396920655
0.033582968500000004,0.15774073
0.03901364575,0.104226384625
0.04349661775,0.20699052837499998
0.04325246975,0.2066672525
0.04349661775,0.20699052837499998
0.05758944575,0.17233567100000002
0.042440637249999996,0.17928912637500002
0.04845570275,0.20439683200000003
0.056495570749999995,0.1645011935
0.028832557,0.51828931875
0.05238075725,0.24940276699999997
0.016583189249999998,0.10234242350000002
0.016644226249999998,0.10234242350000002
0.043560184499999995,0.17749687087500002
0.04896038825,0.20439683200000003
0.043433985749999994,0.1656603525
0.046006308499999995,0.20739462325
0.051850458,0.181884714375
0.05233875425,0.181884714375
0.016644226249999998,0.10234242350000002
0.01676630025,0.10234242350000002
0.039735501000000006,0.16950941649999998
0.04318439524999999,0.184833585125
0.0438043325,0.17749687087500002
0.048858756249999996,0.225869066125
0.05081194075,0.225869066125
0.0413841395,0.21996129737500003
0.04270117475,0.17931606612500003
0.06881823225,0.17224275849999998
0.0527469795,0.24999113412499996
0.043433985749999994,0.1656603525
0.03584903875,0.24759078562500003
0.03360714725,0.273977009875
0.048993159,0.20439683200000003
0.047260916,0.261235972625
0.01677037525,0.10234242350000002
0.01834786125,0.113311293
0.040319977,0.29300158049999997
0.04443056325,0.224498675375
0.046006308499999995,0.20739462325
0.01677037525,0.10234242350000002
0.037835222,0.273977009875
0.037835222,0.29954834862499996
0.04948145525,0.21166655625
0.049067151249999996,0.20213541312500005
0.06881823225,0.17224275849999998
0.053023319750000006,0.20281834975
0.053999912,0.20281834975
0.115403676,0.13071605575
0.0499395255,0.217692988375
0.048474637,0.212080416125
0.05008222375,0.228030293
0.0699437455,0.14546351525
0.049215559000000006,0.13354749925
0.04939041375,0.21166655625
0.0413841395,0.21996129737500003
0.049230486,0.28723562249999995
0.03608418225,0.15774073
0.03827235075,0.4071302373749999
0.050233042000000006,0.20405533912500004
0.048259419000000005,0.127614990125
0.051661148500000004,0.34195634275000003
0.051661148500000004,0.34939004549999997
0.03786342525,0.40726379225
0.0637805125,0.13314153462499997
0.049703855250000005,0.13354749925
0.04448869575,0.13177353349999998
0.059289627250000004,0.347938477
0.059289627250000004,0.347938477
0.0909558605,0.1407662795
0.01701452325,0.102611820125
0.019168154,0.08924490824999999
0.045441892250000004,0.282128164625
